Value,User,Dimension
29.0,GJ05BX1679,18 8642d9d6fffffff
29.0,GJ05BZ4447,18 8642d9d6fffffff
31.0,GJ05BZ1763,18 8642d9d6fffffff
5.0,GJ05BZ2909,18 8642d9d6fffffff
34.0,GJ05BX2465,18 8642d9d6fffffff
32.0,GJ05BX2498,18 8642d9d6fffffff
7.0,GJ05BX2139,18 8642d9d6fffffff
34.0,GJ05BX3150,18 8642d9d6fffffff
18.0,GJ05BX2640,18 8642d9d6fffffff
15.0,GJ05BX3065,18 8642d9d6fffffff
12.0,GJ05BX2872,18 8642d9d6fffffff
14.0,GJ05BX3508,18 8642d9d6fffffff
20.0,GJ05BX3027,18 8642d9d6fffffff
27.0,GJ05BX1679,18 8642d9d6fffffff
4.0,GJ05CU5972,18 8642d9d6fffffff
37.0,GJ05BV4252,18 8642d9d6fffffff
6.0,GJ05CU5965,18 8642d9d6fffffff
18.0,GJ05BX2398,18 8642d9d6fffffff
30.0,GJ05BV4449,18 8642d9d6fffffff
39.0,GJ05BX3150,18 8642d9d6fffffff
10.0,GJ05BX3262,18 8642d9d6fffffff
27.4,GJ05BX2283,18 8642d9d6fffffff
17.0,GJ05BZ2876,18 8642d9d6fffffff
3.0,GJ05BZ6016,18 8642d9d6fffffff
34.0,GJ05BZ3794,18 8642d9d6fffffff
31.0,GJ05BX2640,18 8642d9d6fffffff
8.0,GJ05BX2139,18 8642d9d6fffffff
28.0,GJ05BZ4447,18 8642d9d6fffffff
15.0,GJ05BX3260,18 8642d9d6fffffff
29.0,GJ05BX2498,18 8642d9d6fffffff
30.0,GJ05BX3027,18 8642d9d6fffffff
35.0,GJ05BV4252,18 8642d9d6fffffff
24.0,GJ05BZ3900,18 8642d9d6fffffff
25.0,GJ05BX3150,18 8642d9d6fffffff
6.0,GJ05BX1170,18 8642d9d6fffffff
14.0,GJ05CU5972,18 8642d9d6fffffff
29.0,GJ05BX3262,18 8642d9d6fffffff
44.0,GJ05CU6965,18 8642d9d6fffffff
5.0,GJ05CU5965,18 8642d9d6fffffff
5.0,GJ05BZ2909,18 8642d9d6fffffff
26.0,GJ05BX2283,18 8642d9d6fffffff
15.0,GJ05BX2139,18 8642d9d6fffffff
32.0,GJ05BZ2876,18 8642d9d6fffffff
5.0,GJ05BZ6016,18 8642d9d6fffffff
23.0,GJ05BZ3794,18 8642d9d6fffffff
9.0,GJ05BX3065,18 8642d9d6fffffff
26.0,GJ05BZ4447,18 8642d9d6fffffff
6.0,GJ05BZ4152,18 8642d9d6fffffff
39.0,GJ05BX3027,18 8642d9d6fffffff
26.0,GJ05BX3470,18 8642d9d6fffffff
6.0,GJ05BZ6016,18 8642d9d6fffffff
5.0,GJ05BZ4152,18 8642d9d6fffffff
26.0,GJ05BZ4447,18 8642d9d6fffffff
27.4,GJ05BX2283,18 8642d9d6fffffff
13.0,GJ05BX2872,18 8642d9d6fffffff
19.0,GJ05BX1170,18 8642d9d6fffffff
19.0,GJ05BX1679,18 8642d9d6fffffff
23.0,GJ05BZ2876,18 8642d9d6fffffff
39.0,GJ05BX3262,18 8642d9d6fffffff
16.0,GJ05BZ3794,18 8642d9d6fffffff
23.0,GJ05BX2465,18 8642d9d6fffffff
30.0,GJ05BX2640,18 8642d9d6fffffff
21.0,GJ05BX3260,18 8642d9d6fffffff
16.0,GJ05BX2139,18 8642d9d6fffffff
35.0,GJ05BV4080,18 8642d9d6fffffff
7.0,GJ05BX3150,18 8642d9d6fffffff
11.0,GJ05BX2872,18 8642d9d6fffffff
11.0,GJ05BX3065,18 8642d9d6fffffff
33.0,GJ05CU6965,18 8642d9d6fffffff
11.0,GJ05CU5972,18 8642d9d6fffffff
14.0,GJ05BX1679,18 8642d9d6fffffff
15.0,GJ05BX2398,18 8642d9d6fffffff
22.0,GJ05CU5965,18 8642d9d6fffffff
26.0,GJ05BX2465,18 8642d9d6fffffff
10.0,GJ05BX3150,18 8642d9d6fffffff
34.0,GJ05BX3262,18 8642d9d6fffffff
21.0,GJ05BX1679,18 8642d9d6fffffff
34.0,GJ05CU6965,18 8642d9d6fffffff
27.6,GJ05BX2283,18 8642d9d6fffffff
11.0,GJ05BZ4152,18 8642d9d6fffffff
26.0,GJ05BZ4447,18 8642d9d6fffffff
13.0,GJ05CU5972,18 8642d9d6fffffff
37.0,GJ05CU5965,18 8642d9d6fffffff
23.0,GJ05BX2498,18 8642d9d6fffffff
29.0,GJ05BX2465,18 8642d9d6fffffff
11.0,GJ05BX3150,18 8642d9d6fffffff
34.0,GJ05BX2640,18 8642d9d6fffffff
8.0,GJ05BX2139,18 8642d9d6fffffff
9.0,GJ05BX3508,18 8642d9d6fffffff
20.0,GJ05BX3470,18 8642d9d6fffffff
9.0,GJ05BX3027,18 8642d9d6fffffff
16.0,GJ05BV4252,18 8642d9d6fffffff
24.0,GJ05BX2398,18 8642d9d6fffffff
16.0,GJ05BX3065,18 8642d9d6fffffff
23.0,GJ05BX3262,18 8642d9d6fffffff
25.0,GJ05CU5972,18 8642d9d6fffffff
35.0,GJ05CU6965,18 8642d9d6fffffff
42.0,GJ05CU5965,18 8642d9d6fffffff
23.5,GJ05BX2283,18 8642d9d6fffffff
25.0,GJ05BZ4447,18 8642d9d6fffffff
20.0,GJ05BZ4152,18 8642d9d6fffffff
27.0,GJ05BX2498,18 8642d9d6fffffff
35.0,GJ05BX2640,18 8642d9d6fffffff
15.0,GJ05BZ1763,18 8642d9d6fffffff
26.0,GJ05BZ2876,18 8642d9d6fffffff
5.0,GJ05BX3508,18 8642d9d6fffffff
8.0,GJ05BZ6016,18 8642d9d6fffffff
33.0,GJ05BZ3794,18 8642d9d6fffffff
35.0,GJ05CU5972,18 8642d9d6fffffff
13.0,GJ05BX3027,18 8642d9d6fffffff
19.0,GJ05BZ4152,18 8642d9d6fffffff
15.0,GJ05BZ1763,18 8642d9d6fffffff
19.0,GJ05BX2872,18 8642d9d6fffffff
28.0,GJ05BZ2876,18 8642d9d6fffffff
26.1,GJ05BX2283,18 8642d9d6fffffff
33.0,GJ05BZ3794,18 8642d9d6fffffff
21.0,GJ05BX1679,18 8642d9d6fffffff
27.0,GJ05BX3262,18 8642d9d6fffffff
10.0,GJ05BX3065,18 8642d9d6fffffff
23.0,GJ05BZ4447,18 8642d9d6fffffff
12.0,GJ05BZ2909,18 8642d9d6fffffff
18.0,GJ05BZ2876,18 8642d9d6fffffff
11.0,GJ05BX2465,18 8642d9d6fffffff
8.0,GJ05BX3150,18 8642d9d6fffffff
5.0,GJ05BX3508,18 8642d9d6fffffff
34.0,GJ05BV4080,18 8642d9d6fffffff
20.0,GJ05CU6965,18 8642d9d6fffffff
6.0,GJ05BX3027,18 8642d9d6fffffff
10.0,GJ05BX2398,18 8642d9d6fffffff
29.0,GJ05BV4252,18 8642d9d6fffffff
20.0,GJ05CU5965,18 8642d9d6fffffff
5.0,GJ05BX3150,18 8642d9d6fffffff
32.4,GJ05BX2283,18 8642d9d6fffffff
18.0,GJ05CU6965,18 8642d9d6fffffff
23.0,GJ05CU5965,18 8642d9d6fffffff
2.0,GJ05BZ6016,18 8642d9d6fffffff
28.0,GJ05BZ3794,18 8642d9d6fffffff
33.0,GJ05BX2498,18 8642d9d6fffffff
14.0,GJ05BZ4447,18 8642d9d6fffffff
32.0,GJ05BZ4152,18 8642d9d6fffffff
38.0,GJ05BX2640,18 8642d9d6fffffff
5.0,GJ05BX2139,18 8642d9d6fffffff
5.0,GJ05BX3150,18 8642d9d6fffffff
17.0,GJ05BZ1763,18 8642d9d6fffffff
16.0,GJ05BX2872,18 8642d9d6fffffff
19.0,GJ05BZ2909,18 8642d9d6fffffff
26.0,GJ05BX1679,18 8642d9d6fffffff
13.0,GJ05BX3027,18 8642d9d6fffffff
40.0,GJ05BV4080,18 8642d9d6fffffff
17.0,GJ05BX2398,18 8642d9d6fffffff
35.0,GJ05BZ4152,18 8642d9d6fffffff
31.0,GJ05BV4252,18 8642d9d6fffffff
8.0,GJ05BX2872,18 8642d9d6fffffff
26.0,GJ05BX3262,18 8642d9d6fffffff
9.0,GJ05BZ4447,18 8642d9d6fffffff
11.0,GJ05CU6965,18 8642d9d6fffffff
18.0,GJ05BZ2909,18 8642d9d6fffffff
40.0,GJ05CU5965,18 8642d9d6fffffff
15.1,GJ05BX2283,18 8642d9d6fffffff
5.0,GJ05BZ6016,18 8642d9d6fffffff
24.0,GJ05BX2498,18 8642d9d6fffffff
26.0,GJ05BX3470,18 8642d9d6fffffff
25.0,GJ05BX1679,18 8642d9d6fffffff
12.0,GJ05BX3027,18 8642d9d6fffffff
2.0,GJ05BZ4447,18 8642d9d6fffffff
22.0,GJ05BX2398,18 8642d9d6fffffff
38.0,GJ05BZ1763,18 8642d9d6fffffff
10.3,GJ05BX2283,18 8642d9d6fffffff
35.0,GJ05BV4080,18 8642d9d6fffffff
18.0,GJ05BX3201,18 8642d9d6fffffff
10.0,GJ05BX3508,18 8642d9d6fffffff
35.0,GJ05BV4252,18 8642d9d6fffffff
19.0,GJ05BX3262,18 8642d9d6fffffff
44.0,GJ05BZ1763,18 8642d9d6fffffff
24.0,GJ05BZ2909,18 8642d9d6fffffff
18.0,GJ05BX1679,18 8642d9d6fffffff
21.0,GJ05BZ6016,18 8642d9d6fffffff
8.0,GJ05BX2139,18 8642d9d6fffffff
9.0,GJ05BX2498,18 8642d9d6fffffff
39.0,GJ05BX2640,18 8642d9d6fffffff
14.0,GJ05BX3150,18 8642d9d6fffffff
26.0,GJ05BZ2909,18 8642d9d6fffffff
25.0,GJ05BX3470,18 8642d9d6fffffff
9.0,GJ05BX3027,18 8642d9d6fffffff
10.0,GJ05CU6965,18 8642d9d6fffffff
14.0,GJ05BX2398,18 8642d9d6fffffff
7.0,GJ05CU5965,18 8642d9d6fffffff
31.0,GJ05BV4080,18 8642d9d6fffffff
51.0,GJ05BZ1763,18 8642d9d6fffffff
29.0,GJ05BV4252,18 8642d9d6fffffff
8.0,GJ05BX3508,18 8642d9d6fffffff
17.0,GJ05BX3470,18 8642d9d6fffffff
22.0,GJ05BZ4447,18 8642d9d6fffffff
12.0,GJ05CU6965,18 8642d9d6fffffff
37.0,GJ05BZ2876,18 8642d9d6fffffff
11.0,GJ05BX2498,18 8642d9d6fffffff
27.0,GJ05BZ6016,18 8642d9d6fffffff
11.0,GJ05BZ3900,18 8642d9d6fffffff
9.0,GJ05BV4080,18 8642d9d6fffffff
13.0,GJ05BX2398,18 8642d9d6fffffff
18.0,GJ05BX3201,18 8642d9d6fffffff
7.0,GJ05BX2872,18 8642d9d6fffffff
11.0,GJ05BX1679,18 8642d9d6fffffff
16.0,GJ05BX3262,18 8642d9d6fffffff
14.0,GJ05CU6965,18 8642d9d6fffffff
16.0,GJ05BZ4152,18 8642d9d6fffffff
22.0,GJ05BZ4447,18 8642d9d6fffffff
39.0,GJ05BX2640,18 8642d9d6fffffff
4.0,GJ05BZ2909,18 8642d9d6fffffff
11.0,GJ05BZ1763,18 8642d9d6fffffff
42.0,GJ05BZ2876,18 8642d9d6fffffff
14.0,GJ05BX2398,18 8642d9d6fffffff
20.0,GJ05CU5965,18 8642d9d6fffffff
2.0,GJ05BZ2909,18 8642d9d6fffffff
23.0,GJ05BX3150,18 8642d9d6fffffff
14.0,GJ05BV4252,18 8642d9d6fffffff
13.0,GJ05BX3065,18 8642d9d6fffffff
53.0,GJ05BZ6016,18 8642d9d6fffffff
11.0,GJ05BX2872,18 8642d9d6fffffff
28.0,GJ05BX3470,18 8642d9d6fffffff
15.0,GJ05BZ4152,18 8642d9d6fffffff
29.0,GJ05BZ4447,18 8642d9d6fffffff
24.0,GJ05CU6965,18 8642d9d6fffffff
32.0,GJ05BX3262,18 8642d9d6fffffff
24.0,GJ05BX3150,18 8642d9d6fffffff
12.0,GJ05BX2139,18 8642d9d6fffffff
41.0,GJ05BZ2876,18 8642d9d6fffffff
21.0,GJ05BX2506,18 8642d9d6fffffff
20.0,GJ05BX3065,18 8642d9d6fffffff
9.0,GJ05BX1679,18 8642d9d6fffffff
9.0,GJ05BZ2909,18 8642d9d6fffffff
11.0,GJ05BX3201,18 8642d9d6fffffff
14.0,GJ05CU5965,18 8642d9d6fffffff
8.0,GJ05BZ3794,18 8642d9d6fffffff
29.0,GJ05BZ4152,18 8642d9d6fffffff
26.0,GJ05BX2506,18 8642d9d6fffffff
23.0,GJ05BZ4447,18 8642d9d6fffffff
24.0,GJ05BX2872,18 8642d9d6fffffff
16.0,GJ05BV4080,18 8642d9d6fffffff
55.0,GJ05BZ6016,18 8642d9d6fffffff
21.3,GJ05BX2283,18 8642d9d6fffffff
36.0,GJ05BZ2876,18 8642d9d6fffffff
11.0,GJ05BX3919,18 8642d9d6fffffff
31.0,GJ05BV4252,18 8642d9d6fffffff
19.0,GJ05BX3027,18 8642d9d6fffffff
21.4,GJ05BX2283,18 8642d9d6fffffff
45.0,GJ05BZ3563,18 8642d9d6fffffff
21.0,GJ05BX2398,18 8642d9d6fffffff
18.0,GJ05BX3150,18 8642d9d6fffffff
23.0,GJ05BX2506,18 8642d9d6fffffff
19.0,GJ05BX2872,18 8642d9d6fffffff
26.0,GJ05BX3065,18 8642d9d6fffffff
8.0,GJ05CU6965,18 8642d9d6fffffff
3.0,GJ05CU5965,18 8642d9d6fffffff
9.5,GJ05BX2283,18 8642d9d6fffffff
7.0,GJ05BZ2876,18 8642d9d6fffffff
1.0,GJ05BZ3794,18 8642d9d6fffffff
22.0,GJ05BX3919,18 8642d9d6fffffff
12.0,GJ05BZ4152,18 8642d9d6fffffff
29.0,GJ05BX3027,18 8642d9d6fffffff
20.0,GJ05BV4080,18 8642d9d6fffffff
22.0,GJ05BX2398,18 8642d9d6fffffff
14.0,GJ05BX3201,18 8642d9d6fffffff
35.0,GJ05BV4252,18 8642d9d6fffffff
17.0,GJ05BZ4152,18 8642d9d6fffffff
7.0,GJ05BX2506,18 8642d9d6fffffff
11.0,GJ05BZ1763,18 8642d9d6fffffff
16.0,GJ05BX2872,18 8642d9d6fffffff
8.0,GJ05BX3065,18 8642d9d6fffffff
11.0,GJ05BX3262,18 8642d9d6fffffff
9.0,GJ05BZ2876,18 8642d9d6fffffff
13.0,GJ05BX3150,18 8642d9d6fffffff
16.0,GJ05BX2872,18 8642d9d6fffffff
32.0,GJ05BX3027,18 8642d9d6fffffff
24.0,GJ05BX3919,18 8642d9d6fffffff
6.0,GJ05BV4080,18 8642d9d6fffffff
4.0,GJ05CU6965,18 8642d9d6fffffff
36.0,GJ05BV4252,18 8642d9d6fffffff
19.0,GJ05CU5965,18 8642d9d6fffffff
7.0,GJ05BX3201,18 8642d9d6fffffff
37.0,GJ05CU1366,18 8642d9d6fffffff
15.0,GJ05BX3065,18 8642d9d6fffffff
23.0,GJ05BX2872,18 8642d9d6fffffff
14.0,GJ05BX3508,18 8642d9d6fffffff
16.5,GJ05BX2283,18 8642d9d6fffffff
7.0,GJ05BZ4152,18 8642d9d6fffffff
24.0,GJ05CU6965,18 8642d9d6fffffff
40.0,GJ05BX2181,18 8642d9d6fffffff
30.0,GJ05BZ1763,18 8642d9d6fffffff
8.0,GJ05BX2139,18 8642d9d6fffffff
15.0,GJ05BX3150,18 8642d9d6fffffff
33.0,GJ05BZ2876,18 8642d9d6fffffff
1.0,GJ05BZ3794,18 8642d9d6fffffff
7.0,GJ05BX2498,18 8642d9d6fffffff
33.0,GJ05BX3027,18 8642d9d6fffffff
15.0,GJ05BX2398,18 8642d9d6fffffff
13.0,GJ05BV4252,18 8642d9d6fffffff
20.0,GJ05BX3065,18 8642d9d6fffffff
21.0,GJ05BX3262,18 8642d9d6fffffff
25.0,GJ05CU6965,18 8642d9d6fffffff
8.7,GJ05BX2283,18 8642d9d6fffffff
6.0,GJ05CU1366,18 8642d9d6fffffff
6.0,GJ05BX2112,18 8642d9d6fffffff
30.0,GJ05BZ1763,18 8642d9d6fffffff
35.0,GJ05BZ2876,18 8642d9d6fffffff
34.0,GJ05BX3027,18 8642d9d6fffffff
11.0,GJ05BX2398,18 8642d9d6fffffff
22.0,GJ05BZ3794,18 8642d9d6fffffff
13.0,GJ05BZ3900,18 8642d9d6fffffff
9.0,GJ05BX3201,18 8642d9d6fffffff
33.0,GJ05BZ4152,18 8642d9d6fffffff
17.0,GJ05BZ1763,18 8642d9d6fffffff
37.0,GJ05BZ2876,18 8642d9d6fffffff
20.0,GJ05BX2283,18 8642d9d6fffffff
33.0,GJ05BX2872,18 8642d9d6fffffff
25.0,GJ05BX3065,18 8642d9d6fffffff
30.0,GJ05BZ3794,18 8642d9d6fffffff
7.0,GJ05BX3508,18 8642d9d6fffffff
32.0,GJ05BV4080,18 8642d9d6fffffff
32.0,GJ05BZ4152,18 8642d9d6fffffff
11.0,GJ05BZ4447,18 8642d9d6fffffff
10.0,GJ05BV4252,18 8642d9d6fffffff
38.0,GJ05BX2181,18 8642d9d6fffffff
10.0,GJ05BX1679,18 8642d9d6fffffff
17.0,GJ05BX2498,18 8642d9d6fffffff
22.0,GJ05CU1366,18 8642d9d6fffffff
18.0,GJ05CU6965,18 8642d9d6fffffff
34.0,GJ05BX3027,18 8642d9d6fffffff
16.0,GJ05BX2398,18 8642d9d6fffffff
34.0,GJ05CU5965,18 8642d9d6fffffff
20.6,GJ05BX2283,18 8642d9d6fffffff
32.0,GJ05BZ3794,18 8642d9d6fffffff
8.0,GJ05BX2872,18 8642d9d6fffffff
19.0,GJ05CU1366,18 8642d9d6fffffff
12.0,GJ05BX3150,18 8642d9d6fffffff
31.0,GJ05BX3065,18 8642d9d6fffffff
13.0,GJ05BX1679,18 8642d9d6fffffff
17.0,GJ05BX3508,18 8642d9d6fffffff
18.0,GJ05CU6965,18 8642d9d6fffffff
37.0,GJ05BZ2876,18 8642d9d6fffffff
45.0,GJ05CU5965,18 8642d9d6fffffff
11.0,GJ05BZ4152,18 8642d9d6fffffff
45.0,GJ05BZ1763,18 8642d9d6fffffff
31.0,GJ05BX2498,18 8642d9d6fffffff
24.0,GJ05BV4080,18 8642d9d6fffffff
30.0,GJ05BX2398,18 8642d9d6fffffff
32.0,GJ05BX3201,18 8642d9d6fffffff
13.0,GJ05BV4252,18 8642d9d6fffffff
22.0,GJ05BX2872,18 8642d9d6fffffff
17.0,GJ05BX3150,18 8642d9d6fffffff
15.0,GJ05BX3508,18 8642d9d6fffffff
17.4,GJ05BX2283,18 8642d9d6fffffff
15.0,GJ05BX3065,18 8642d9d6fffffff
29.0,GJ05CU6965,18 8642d9d6fffffff
29.0,GJ05BX2181,18 8642d9d6fffffff
18.0,GJ05BX3262,18 8642d9d6fffffff
18.0,GJ05CU5965,18 8642d9d6fffffff
30.0,GJ05BZ3794,18 8642d9d6fffffff
2.0,GJ05BZ4152,18 8642d9d6fffffff
5.0,GJ05BZ4447,18 8642d9d6fffffff
40.0,GJ05BX2398,18 8642d9d6fffffff
12.0,GJ05BZ1763,18 8642d9d6fffffff
36.0,GJ05BX3201,18 8642d9d6fffffff
10.0,GJ05BZ2876,18 8642d9d6fffffff
30.0,GJ05BV4080,18 8642d9d6fffffff
11.0,GJ05BX2872,18 8642d9d6fffffff
2.0,GJ05BZ4447,18 8642d9d6fffffff
15.0,GJ05BX3508,18 8642d9d6fffffff
25.0,GJ05BX1679,18 8642d9d6fffffff
7.0,GJ05BZ1763,18 8642d9d6fffffff
33.0,GJ05BX3262,18 8642d9d6fffffff
1.0,GJ05BZ2876,18 8642d9d6fffffff
6.0,GJ05BZ4152,18 8642d9d6fffffff
9.0,GJ05BV4252,18 8642d9d6fffffff
31.0,GJ05BX2498,18 8642d9d6fffffff
2.0,GJ05CU1366,18 8642d9d6fffffff
23.0,GJ05BX3150,18 8642d9d6fffffff
25.0,GJ05BX3204,18 8642d9d6fffffff
37.0,GJ05BX3201,18 8642d9d6fffffff
23.0,GJ05CU5965,18 8642d9d6fffffff
39.0,GJ05BX2398,18 8642d9d6fffffff
8.0,GJ05BV4252,18 8642d9d6fffffff
32.0,GJ05BX2872,18 8642d9d6fffffff
20.0,GJ05CU1366,18 8642d9d6fffffff
15.0,GJ05BX3508,18 8642d9d6fffffff
36.0,GJ05BX2181,18 8642d9d6fffffff
45.0,GJ05BX3262,18 8642d9d6fffffff
7.0,GJ05BV4252,18 8642d9d6fffffff
16.0,GJ05BZ4447,18 8642d9d6fffffff
16.5,GJ05BX2283,18 8642d9d6fffffff
37.0,GJ05CU5965,18 8642d9d6fffffff
22.0,GJ05BZ1763,18 8642d9d6fffffff
35.0,GJ05BZ2876,18 8642d9d6fffffff
1.0,GJ05BZ3794,18 8642d9d6fffffff
7.0,GJ05BX2139,18 8642d9d6fffffff
24.0,GJ05BX1679,18 8642d9d6fffffff
15.0,GJ05BZ4152,18 8642d9d6fffffff
39.0,GJ05BX3027,18 8642d9d6fffffff
39.0,GJ05BX3201,18 8642d9d6fffffff
35.0,GJ05BX2398,18 8642d9d6fffffff
21.0,GJ05BX3150,18 8642d9d6fffffff
16.0,GJ05BX3508,18 8642d9d6fffffff
14.0,GJ05BX2872,18 8642d9d6fffffff
26.9,GJ05BX2283,18 8642d9d6fffffff
10.0,GJ05BX3262,18 8642d9d6fffffff
47.0,GJ05CU5965,18 8642d9d6fffffff
32.0,GJ05BZ4447,18 8642d9d6fffffff
9.0,GJ05BZ3563,18 8642d9d6fffffff
25.0,GJ05BX2872,18 8642d9d6fffffff
28.0,GJ05BZ1763,18 8642d9d6fffffff
20.0,GJ05BX2139,18 8642d9d6fffffff
37.0,GJ05CU1366,18 8642d9d6fffffff
38.0,GJ05BZ2876,18 8642d9d6fffffff
6.0,GJ05BX3919,18 8642d9d6fffffff
33.2,GJ05BX2283,18 8642d9d6fffffff
5.0,GJ05BZ3794,18 8642d9d6fffffff
31.0,GJ05BX3201,18 8642d9d6fffffff
34.0,GJ05BZ4152,18 8642d9d6fffffff
22.0,GJ05BZ3900,18 8642d9d6fffffff
20.0,GJ05BX3150,18 8642d9d6fffffff
18.0,GJ05BX3508,18 8642d9d6fffffff
36.0,GJ05BZ2876,18 8642d9d6fffffff
11.0,GJ05BZ3794,18 8642d9d6fffffff
12.0,GJ05BX3919,18 8642d9d6fffffff
14.0,GJ05BZ4447,18 8642d9d6fffffff
32.0,GJ05BZ4152,18 8642d9d6fffffff
20.0,GJ05BZ1763,18 8642d9d6fffffff
28.0,GJ05BV4080,18 8642d9d6fffffff
16.0,GJ05BV4252,18 8642d9d6fffffff
17.0,GJ05BX3150,18 8642d9d6fffffff
49.0,GJ05CU1366,18 8642d9d6fffffff
30.0,GJ05BX2139,18 8642d9d6fffffff
5.0,GJ05BX3065,18 8642d9d6fffffff
17.0,GJ05BX3508,18 8642d9d6fffffff
15.0,GJ05BX3204,18 8642d9d6fffffff
49.0,GJ05CU1366,18 8642d9d6fffffff
11.0,GJ05BX3065,18 8642d9d6fffffff
33.0,GJ05BZ1763,18 8642d9d6fffffff
21.0,GJ05BX3919,18 8642d9d6fffffff
18.0,GJ05BX2181,18 8642d9d6fffffff
34.2,GJ05BX2283,18 8642d9d6fffffff
28.0,GJ05BZ2876,18 8642d9d6fffffff
38.0,GJ05BZ3794,18 8642d9d6fffffff
18.0,GJ05BX3150,18 8642d9d6fffffff
14.0,GJ05BX2139,18 8642d9d6fffffff
12.0,GJ05BZ4447,18 8642d9d6fffffff
13.0,GJ05BZ3563,18 8642d9d6fffffff
19.0,GJ05BX2872,18 8642d9d6fffffff
16.0,GJ05BX2398,18 8642d9d6fffffff
14.0,GJ05BZ3563,18 8642d9d6fffffff
17.0,GJ05BZ4447,18 8642d9d6fffffff
30.0,GJ05BZ1763,18 8642d9d6fffffff
38.0,GJ05BV4080,18 8642d9d6fffffff
18.0,GJ05BX3508,18 8642d9d6fffffff
41.0,GJ05BZ2876,18 8642d9d6fffffff
13.0,GJ05BX3065,18 8642d9d6fffffff
18.0,GJ05BZ4152,18 8642d9d6fffffff
27.0,GJ05BX3262,18 8642d9d6fffffff
27.0,GJ05CU5965,18 8642d9d6fffffff
35.6,GJ05BX2283,18 8642d9d6fffffff
44.0,GJ05BZ3794,18 8642d9d6fffffff
29.0,GJ05CU1366,18 8642d9d6fffffff
18.0,GJ05BX2872,18 8642d9d6fffffff
24.0,GJ05BX1679,18 8642d9d6fffffff
37.3,GJ05BX2283,18 8642d9d6fffffff
24.0,GJ05BX2398,18 8642d9d6fffffff
24.0,GJ05BX3150,18 8642d9d6fffffff
17.0,GJ05BX3919,18 8642d9d6fffffff
12.0,GJ05BZ3563,18 8642d9d6fffffff
33.0,GJ05BX1196,18 8642d9d6fffffff
24.0,GJ05BZ4152,18 8642d9d6fffffff
22.0,GJ05BZ4447,18 8642d9d6fffffff
4.0,GJ05BZ1763,18 8642d9d6fffffff
27.0,GJ05BX1679,18 8642d9d6fffffff
46.0,GJ05BZ2876,18 8642d9d6fffffff
24.0,GJ05BX3262,18 8642d9d6fffffff
30.0,GJ05BZ4152,18 8642d9d6fffffff
9.0,GJ05BX3508,18 8642d9d6fffffff
23.0,GJ05BV4080,18 8642d9d6fffffff
44.0,GJ05BZ2876,18 8642d9d6fffffff
10.0,GJ05BX3919,18 8642d9d6fffffff
9.0,GJ05BX1580,18 8642d9d6fffffff
46.0,GJ05BZ3794,18 8642d9d6fffffff
33.0,GJ05BX2398,18 8642d9d6fffffff
10.0,GJ05BX3201,18 8642d9d6fffffff
16.0,GJ05CU5965,18 8642d9d6fffffff
5.0,GJ05BZ4447,18 8642d9d6fffffff
20.0,GJ05BZ1763,18 8642d9d6fffffff
5.0,GJ05BX3508,18 8642d9d6fffffff
13.0,GJ05BX3919,18 8642d9d6fffffff
46.0,GJ05BZ3794,18 8642d9d6fffffff
37.0,GJ05BX1196,18 8642d9d6fffffff
33.0,GJ05BX1679,18 8642d9d6fffffff
8.0,GJ05BV4252,18 8642d9d6fffffff
12.0,GJ05BX2181,18 8642d9d6fffffff
34.0,GJ05BX2283,18 8642d9d6fffffff
1.0,GJ05BZ4447,18 8642d9d6fffffff
34.0,GJ05CU5965,18 8642d9d6fffffff
29.0,GJ05BZ1763,18 8642d9d6fffffff
9.0,GJ05BV4252,18 8642d9d6fffffff
25.0,GJ05BX3150,18 8642d9d6fffffff
7.0,GJ05BX3065,18 8642d9d6fffffff
9.0,GJ05BX1580,18 8642d9d6fffffff
36.0,GJ05BX1679,18 8642d9d6fffffff
44.0,GJ05CU5965,18 8642d9d6fffffff
23.0,GJ05BX2398,18 8642d9d6fffffff
19.0,GJ05BZ4447,18 8642d9d6fffffff
11.0,GJ05BX3065,18 8642d9d6fffffff
26.7,GJ05BX2283,18 8642d9d6fffffff
24.0,GJ05BX2181,18 8642d9d6fffffff
28.0,GJ05BZ4447,18 8642d9d6fffffff
3.0,GJ05BZ3563,18 8642d9d6fffffff
32.0,GJ05BZ1763,18 8642d9d6fffffff
6.0,GJ05BZ4152,18 8642d9d6fffffff
30.7,GJ05BX2283,18 8642d9d6fffffff
37.0,GJ05BZ4447,18 8642d9d6fffffff
11.0,GJ05BZ4152,18 8642d9d6fffffff
34.0,GJ05BZ1763,18 8642d9d6fffffff
31.6,GJ05BX2283,18 8642d9d6fffffff
33.0,GJ05BZ3900,18 8642d9d6fffffff
8.0,GJ05BZ2909,18 8642d9d6fffffff
16.0,GJ05BX2112,18 8642d9d6fffffff
12.0,GJ05BX3919,18 8642d9d6fffffff
15.0,GJ05BX2139,18 8642d9d6fffffff
26.0,GJ05BX3065,18 8642d9d6fffffff
5.0,GJ05BX1580,18 8642d9d6fffffff
19.0,GJ05BX3201,18 8642d9d6fffffff
42.0,GJ05BV4252,18 8642d9d6fffffff
5.0,GJ05BX1196,18 8642d9d6fffffff
33.0,GJ05BX2872,18 8642d9d6fffffff
18.0,GJ05BX2151,18 8642d9d6fffffff
27.0,GJ05BX3508,18 8642d9d6fffffff
